Pos	Recs	PctRecs	Min_Q	Low_Q	Med_Q	Mean_Q	Hi_Q	Max_Q	Min_Pe	Low_Pe	Med_Pe	Mean_Pe	Hi_Pe	Max_Pe	Min_EE	Low_EE	Med_EE	Mean_EE	Hi_EE	Max_EE
321	542531	100.0	0.0	24.0	34.0	31.2	40.0	40.0	0.0001	0.0001	0.0004	0.0091	0.004	1	0.03	0.13	0.38	2.38	1.38	49.89
322	542531	100.0	0.0	24.0	35.0	31.3	40.0	40.0	0.0001	0.0001	0.00032	0.0093	0.004	1	0.03	0.13	0.39	2.39	1.39	49.91
323	542531	100.0	0.0	24.0	35.0	31.3	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.004	1	0.03	0.13	0.39	2.40	1.40	49.99
324	542531	100.0	0.0	24.0	35.0	31.5	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.004	1	0.03	0.13	0.39	2.41	1.41	50.05
325	542531	100.0	0.0	24.0	36.0	31.6	40.0	40.0	0.0001	0.0001	0.00025	0.0093	0.004	1	0.03	0.13	0.40	2.42	1.42	50.11
326	542531	100.0	0.0	24.0	36.0	31.7	40.0	40.0	0.0001	0.0001	0.00025	0.0091	0.004	1	0.03	0.13	0.40	2.43	1.43	50.18
327	542531	100.0	0.0	23.0	35.0	31.0	40.0	40.0	0.0001	0.0001	0.00032	0.01	0.005	1	0.03	0.13	0.40	2.44	1.44	50.26
328	542531	100.0	0.0	23.0	35.0	31.0	40.0	40.0	0.0001	0.0001	0.00032	0.01	0.005	1	0.03	0.13	0.41	2.45	1.45	50.34
329	542531	100.0	0.0	24.0	35.0	31.2	40.0	40.0	0.0001	0.0001	0.00032	0.0097	0.004	1	0.03	0.14	0.41	2.46	1.46	50.37
330	542531	100.0	0.0	24.0	35.0	31.4	40.0	40.0	0.0001	0.0001	0.00032	0.0096	0.004	1	0.03	0.14	0.41	2.47	1.47	50.40
331	542531	100.0	0.0	25.0	35.0	31.6	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.0032	1	0.03	0.14	0.41	2.47	1.48	50.40
332	542531	100.0	0.0	25.0	35.0	31.4	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.0032	1	0.03	0.14	0.42	2.48	1.49	50.41
333	542531	100.0	0.0	25.0	35.0	31.4	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.0032	1	0.03	0.14	0.42	2.49	1.50	50.88
334	542531	100.0	0.0	25.0	35.0	31.5	40.0	40.0	0.0001	0.0001	0.00032	0.0094	0.0032	1	0.03	0.14	0.42	2.50	1.51	50.96
335	542531	100.0	0.0	25.0	35.0	31.5	40.0	40.0	0.0001	0.0001	0.00032	0.0095	0.0032	1	0.04	0.14	0.42	2.51	1.52	51.04
336	542531	100.0	0.0	25.0	36.0	31.8	40.0	40.0	0.0001	0.0001	0.00025	0.0093	0.0032	1	0.04	0.14	0.42	2.52	1.52	51.07
337	542531	100.0	0.0	25.0	36.0	31.9	40.0	40.0	0.0001	0.0001	0.00025	0.0094	0.0032	1	0.04	0.14	0.43	2.53	1.53	51.08
338	542531	100.0	0.0	25.0	36.0	31.8	40.0	40.0	0.0001	0.0001	0.00025	0.0094	0.0032	1	0.04	0.14	0.43	2.54	1.54	51.16
339	542531	100.0	0.0	25.0	35.0	31.6	40.0	40.0	0.0001	0.0001	0.00032	0.0095	0.0032	1	0.04	0.14	0.43	2.55	1.55	51.24
340	542531	100.0	0.0	24.0	35.0	31.4	40.0	40.0	0.0001	0.0001	0.00032	0.0096	0.004	1	0.04	0.14	0.43	2.56	1.56	51.32
341	542531	100.0	0.0	24.0	35.0	31.2	40.0	40.0	0.0001	0.0001	0.00032	0.0097	0.004	1	0.04	0.14	0.43	2.57	1.57	52.32
342	542531	100.0	0.0	24.0	35.0	31.1	40.0	40.0	0.0001	0.0001	0.00032	0.0099	0.004	1	0.04	0.14	0.44	2.58	1.58	52.40
343	542531	100.0	0.0	23.0	34.0	30.7	39.0	40.0	0.0001	0.00013	0.0004	0.01	0.005	1	0.04	0.15	0.44	2.59	1.59	52.48
344	542531	100.0	0.0	23.0	34.0	30.5	40.0	40.0	0.0001	0.0001	0.0004	0.01	0.005	1	0.04	0.15	0.44	2.60	1.60	52.51
345	542531	100.0	0.0	22.0	33.0	30.2	39.0	40.0	0.0001	0.00013	0.0005	0.011	0.0063	1	0.04	0.15	0.45	2.61	1.61	52.54
346	542531	100.0	0.0	23.0	34.0	30.4	40.0	40.0	0.0001	0.0001	0.0004	0.011	0.005	1	0.04	0.15	0.45	2.62	1.63	52.57
347	542531	100.0	0.0	22.0	33.0	30.2	40.0	40.0	0.0001	0.0001	0.0005	0.011	0.0063	1	0.04	0.15	0.45	2.63	1.64	52.61
348	542531	100.0	0.0	22.0	34.0	30.2	40.0	40.0	0.0001	0.0001	0.0004	0.011	0.0063	1	0.04	0.15	0.46	2.64	1.65	52.64
349	542531	100.0	0.0	23.0	33.0	30.1	39.0	40.0	0.0001	0.00013	0.0005	0.011	0.005	1	0.04	0.15	0.46	2.65	1.66	52.67
350	542531	100.0	0.0	22.0	33.0	30.0	39.0	40.0	0.0001	0.00013	0.0005	0.011	0.0063	1	0.04	0.15	0.46	2.67	1.68	52.75
351	542531	100.0	0.0	22.0	33.0	29.9	39.0	40.0	0.0001	0.00013	0.0005	0.011	0.0063	1	0.04	0.16	0.47	2.68	1.69	52.83
352	542531	100.0	0.0	22.0	33.0	30.0	39.0	40.0	0.0001	0.00013	0.0005	0.011	0.0063	1	0.04	0.16	0.47	2.69	1.70	52.91
353	542531	100.0	0.0	22.0	33.0	30.0	40.0	40.0	0.0001	0.0001	0.0005	0.012	0.0063	1	0.04	0.16	0.48	2.70	1.72	52.94
354	542531	100.0	0.0	22.0	33.0	29.8	40.0	40.0	0.0001	0.0001	0.0005	0.013	0.0063	1	0.04	0.16	0.48	2.71	1.74	52.97
355	542531	100.0	0.0	22.0	33.0	29.6	39.0	40.0	0.0001	0.00013	0.0005	0.012	0.0063	1	0.04	0.16	0.48	2.72	1.76	53.05
356	542531	100.0	0.0	21.0	32.0	29.4	39.0	40.0	0.0001	0.00013	0.00063	0.012	0.0079	1	0.04	0.16	0.49	2.74	1.77	53.13
357	542531	100.0	0.0	21.0	32.0	29.4	39.0	40.0	0.0001	0.00013	0.00063	0.012	0.0079	1	0.04	0.16	0.49	2.75	1.79	53.21
358	542531	100.0	0.0	21.0	32.0	29.2	39.0	40.0	0.0001	0.00013	0.00063	0.012	0.0079	1	0.04	0.17	0.50	2.76	1.80	53.29
359	542531	100.0	0.0	21.0	32.0	29.2	39.0	40.0	0.0001	0.00013	0.00063	0.013	0.0079	1	0.04	0.17	0.50	2.77	1.82	53.37
360	542531	100.0	0.0	21.0	32.0	29.3	39.0	40.0	0.0001	0.00013	0.00063	0.013	0.0079	1	0.04	0.17	0.51	2.79	1.84	53.38
361	542531	100.0	0.0	21.0	32.0	29.3	39.0	40.0	0.0001	0.00013	0.00063	0.012	0.0079	1	0.04	0.17	0.51	2.80	1.86	53.42
362	542531	100.0	0.0	21.0	32.0	29.4	39.0	40.0	0.0001	0.00013	0.00063	0.012	0.0079	1	0.04	0.17	0.52	2.81	1.87	53.49
363	542531	100.0	0.0	20.0	32.0	29.1	39.0	40.0	0.0001	0.00013	0.00063	0.013	0.01	1	0.04	0.17	0.52	2.82	1.89	53.55
364	542531	100.0	0.0	20.0	31.0	28.9	39.0	40.0	0.0001	0.00013	0.00079	0.013	0.01	1	0.04	0.18	0.53	2.84	1.91	53.57
365	542531	100.0	0.0	19.0	30.0	28.6	39.0	40.0	0.0001	0.00013	0.001	0.014	0.013	1	0.04	0.18	0.53	2.85	1.93	53.60
366	542531	100.0	0.0	19.0	30.0	28.5	39.0	40.0	0.0001	0.00013	0.001	0.014	0.013	1	0.04	0.18	0.54	2.87	1.95	53.64
367	542530	100.0	0.0	19.0	30.0	28.5	39.0	40.0	0.0001	0.00013	0.001	0.014	0.013	1	0.04	0.18	0.54	2.88	1.97	53.67
368	542529	100.0	0.0	19.0	30.0	28.4	39.0	40.0	0.0001	0.00013	0.001	0.014	0.013	1	0.04	0.18	0.55	2.89	1.99	53.72
369	542529	100.0	0.0	19.0	30.0	28.3	39.0	40.0	0.0001	0.00013	0.001	0.014	0.013	1	0.04	0.18	0.56	2.91	2.01	53.77
370	542529	100.0	0.0	19.0	30.0	28.2	38.0	40.0	0.0001	0.00016	0.001	0.014	0.013	1	0.04	0.19	0.56	2.92	2.03	53.82
371	542529	100.0	0.0	19.0	30.0	27.9	37.0	40.0	0.0001	0.0002	0.001	0.014	0.013	1	0.04	0.19	0.57	2.93	2.05	53.87
372	542529	100.0	0.0	19.0	29.0	27.5	36.0	40.0	0.0001	0.00025	0.0013	0.015	0.013	1	0.04	0.19	0.57	2.95	2.07	53.88
373	542529	100.0	0.0	18.0	28.0	26.9	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.20	0.58	2.97	2.10	53.89
374	542529	100.0	0.0	18.0	28.0	26.9	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.20	0.59	2.98	2.12	53.90
375	542529	100.0	0.0	18.0	28.0	26.9	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.20	0.60	3.00	2.15	53.91
376	542529	100.0	0.0	18.0	28.0	26.9	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.20	0.61	3.01	2.18	53.94
377	542529	100.0	0.0	18.0	28.0	27.0	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.21	0.62	3.03	2.20	53.97
378	542529	100.0	0.0	18.0	27.0	26.6	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.21	0.62	3.05	2.23	54.05
379	542529	100.0	0.0	18.0	27.0	26.9	36.0	40.0	0.0001	0.00025	0.002	0.015	0.016	1	0.04	0.21	0.63	3.06	2.25	54.13
380	542529	100.0	0.0	18.0	27.0	26.7	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.21	0.64	3.08	2.28	54.21
381	542529	100.0	0.0	18.0	28.0	26.9	36.0	40.0	0.0001	0.00025	0.0016	0.016	0.016	1	0.04	0.22	0.65	3.09	2.30	54.29
382	542529	100.0	0.0	18.0	28.0	27.0	36.0	40.0	0.0001	0.00025	0.0016	0.015	0.016	1	0.04	0.22	0.65	3.11	2.33	54.37
383	542529	100.0	0.0	18.0	27.0	26.7	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.22	0.66	3.12	2.36	54.45
384	542529	100.0	0.0	18.0	27.0	26.8	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.22	0.67	3.14	2.38	54.53
385	542529	100.0	0.0	18.0	27.0	26.7	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.23	0.67	3.16	2.41	55.01
386	542529	100.0	0.0	18.0	27.0	26.8	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.23	0.68	3.17	2.43	55.09
387	542529	100.0	0.0	18.0	27.0	26.6	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.23	0.69	3.19	2.46	55.17
388	542528	100.0	0.0	18.0	27.0	26.8	36.0	40.0	0.0001	0.00025	0.002	0.016	0.016	1	0.04	0.24	0.70	3.20	2.48	55.25
389	542528	100.0	0.0	18.0	27.0	26.8	36.0	40.0	0.0001	0.00025	0.002	0.017	0.016	1	0.04	0.24	0.71	3.22	2.51	55.33
390	542528	100.0	0.0	16.0	24.0	23.5	31.0	40.0	0.0001	0.00079	0.004	0.02	0.025	1	0.04	0.24	0.72	3.24	2.54	55.41
391	542528	100.0	0.0	16.0	24.0	23.3	31.0	40.0	0.0001	0.00079	0.004	0.02	0.025	1	0.04	0.25	0.73	3.26	2.58	55.46
392	542528	100.0	0.0	16.0	23.0	23.0	30.0	40.0	0.0001	0.001	0.005	0.02	0.025	1	0.04	0.25	0.74	3.28	2.61	55.49
393	542527	100.0	0.0	16.0	23.0	23.0	30.0	40.0	0.0001	0.001	0.005	0.02	0.025	1	0.04	0.26	0.75	3.30	2.64	55.54
394	542526	100.0	0.0	16.0	23.0	22.8	29.0	40.0	0.0001	0.0013	0.005	0.02	0.025	1	0.04	0.26	0.77	3.32	2.67	55.62
395	542526	100.0	0.0	15.0	23.0	22.6	29.0	40.0	0.0001	0.0013	0.005	0.021	0.032	1	0.05	0.27	0.78	3.34	2.70	55.70
396	542526	100.0	0.0	15.0	23.0	22.4	29.0	40.0	0.0001	0.0013	0.005	0.022	0.032	1	0.05	0.28	0.80	3.36	2.73	55.77
397	542525	100.0	0.0	15.0	23.0	22.6	30.0	40.0	0.0001	0.001	0.005	0.021	0.032	1	0.05	0.28	0.81	3.38	2.77	55.85
398	542525	100.0	0.0	15.0	23.0	22.7	30.0	40.0	0.0001	0.001	0.005	0.021	0.032	1	0.05	0.29	0.82	3.41	2.80	55.90
399	542524	100.0	0.0	15.0	23.0	22.7	30.0	40.0	0.0001	0.001	0.005	0.021	0.032	1	0.05	0.29	0.84	3.43	2.83	55.95
400	542524	100.0	0.0	15.0	23.0	22.6	29.0	40.0	0.0001	0.0013	0.005	0.021	0.032	1	0.05	0.30	0.85	3.45	2.87	55.97
401	542524	100.0	0.0	15.0	22.0	22.4	29.0	40.0	0.0001	0.0013	0.0063	0.022	0.032	1	0.05	0.30	0.87	3.47	2.90	55.99
402	542524	100.0	0.0	15.0	23.0	22.4	29.0	40.0	0.0001	0.0013	0.005	0.021	0.032	1	0.05	0.31	0.88	3.49	2.94	56.00
403	542524	100.0	0.0	15.0	22.0	22.2	29.0	40.0	0.0001	0.0013	0.0063	0.022	0.032	1	0.05	0.31	0.89	3.51	2.98	56.02
404	542524	100.0	0.0	15.0	22.0	21.8	28.0	40.0	0.0001	0.0016	0.0063	0.023	0.032	1	0.05	0.32	0.91	3.54	3.02	56.07
405	542524	100.0	0.0	15.0	22.0	21.5	28.0	40.0	0.0001	0.0016	0.0063	0.024	0.032	1	0.05	0.33	0.93	3.56	3.06	56.10
406	542524	100.0	0.0	14.0	21.0	21.2	27.0	40.0	0.0001	0.002	0.0079	0.027	0.04	1	0.05	0.34	0.95	3.59	3.11	56.15
407	542524	100.0	0.0	14.0	21.0	21.0	27.0	40.0	0.0001	0.002	0.0079	0.027	0.04	1	0.05	0.35	0.97	3.61	3.16	56.18
408	542524	100.0	0.0	14.0	20.0	20.9	27.0	40.0	0.0001	0.002	0.01	0.027	0.04	1	0.05	0.36	0.99	3.64	3.21	56.23
409	542524	100.0	0.0	13.0	20.0	20.8	27.0	40.0	0.0001	0.002	0.01	0.027	0.05	1	0.05	0.37	1.01	3.67	3.25	56.29
410	542524	100.0	0.0	13.0	19.0	20.5	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.05	0.38	1.03	3.70	3.30	56.36
411	542524	100.0	0.0	13.0	19.0	20.6	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.05	0.39	1.06	3.72	3.34	56.42
412	542524	100.0	0.0	13.0	19.0	20.7	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.05	0.40	1.08	3.75	3.38	56.45
413	542524	100.0	0.0	13.0	19.0	20.7	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.05	0.42	1.10	3.78	3.43	56.53
414	542524	100.0	0.0	13.0	21.0	21.1	28.0	40.0	0.0001	0.0016	0.0079	0.027	0.05	1	0.05	0.42	1.13	3.81	3.48	56.61
415	542524	100.0	0.0	13.0	21.0	21.3	28.0	40.0	0.0001	0.0016	0.0079	0.026	0.05	1	0.05	0.43	1.15	3.83	3.52	56.69
416	542524	100.0	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.05	0.43	1.17	3.86	3.57	56.74
417	542524	100.0	0.0	13.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.05	1	0.06	0.44	1.19	3.88	3.61	56.82
418	542524	100.0	0.0	14.0	21.0	21.8	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.45	1.21	3.91	3.66	56.90
419	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.45	1.22	3.93	3.70	56.98
420	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.46	1.24	3.96	3.75	57.03
421	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.46	1.26	3.98	3.80	57.08
422	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.47	1.28	4.01	3.84	57.13
423	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.47	1.29	4.03	3.88	57.21
424	542524	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.48	1.31	4.06	3.93	57.29
425	542524	100.0	0.0	14.0	22.0	22.0	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.48	1.33	4.08	3.98	57.37
426	542523	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.49	1.35	4.11	4.03	57.44
427	542523	100.0	0.0	14.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.49	1.36	4.13	4.07	57.52
428	542523	100.0	0.0	14.0	21.0	21.8	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.50	1.38	4.16	4.12	57.60
429	542523	100.0	0.0	14.0	22.0	21.9	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.50	1.40	4.18	4.17	57.68
430	542523	100.0	0.0	14.0	21.0	21.8	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.51	1.42	4.21	4.22	57.76
431	542523	100.0	0.0	14.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.52	1.43	4.23	4.26	57.84
432	542523	100.0	0.0	13.0	21.0	21.6	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.05	1	0.06	0.52	1.45	4.26	4.31	57.92
433	542523	100.0	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.06	0.53	1.47	4.29	4.35	58.08
434	542522	100.0	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.06	0.53	1.49	4.31	4.40	58.24
435	542522	100.0	0.0	13.0	21.0	21.4	28.0	40.0	0.0001	0.0016	0.0079	0.026	0.05	1	0.06	0.54	1.51	4.34	4.45	58.32
436	542522	100.0	0.0	13.0	21.0	21.6	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.06	0.55	1.53	4.36	4.50	58.33
437	542522	100.0	0.0	13.0	21.0	21.4	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.06	0.55	1.54	4.39	4.54	58.34
438	542522	100.0	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.06	0.56	1.56	4.42	4.59	58.37
439	542518	100.0	0.0	14.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.04	1	0.06	0.57	1.58	4.44	4.64	58.39
440	542518	100.0	0.0	14.0	21.0	21.5	28.0	40.0	0.0001	0.0016	0.0079	0.026	0.04	1	0.06	0.57	1.60	4.47	4.69	58.40
441	542518	100.0	0.0	14.0	21.0	21.6	28.0	40.0	0.0001	0.0016	0.0079	0.025	0.04	1	0.06	0.58	1.62	4.50	4.73	58.41
442	542518	100.0	0.0	14.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.58	1.64	4.52	4.78	58.42
443	542517	100.0	0.0	14.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.59	1.65	4.55	4.82	58.42
444	542515	100.0	0.0	14.0	21.0	21.7	29.0	40.0	0.0001	0.0013	0.0079	0.025	0.04	1	0.06	0.59	1.67	4.57	4.87	58.43
445	542513	100.0	0.0	14.0	22.0	21.8	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.06	0.60	1.68	4.60	4.91	58.43
446	542513	100.0	0.0	14.0	22.0	22.0	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.07	0.60	1.70	4.62	4.96	58.43
447	542512	100.0	0.0	14.0	22.0	21.8	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.07	0.61	1.72	4.64	5.01	58.44
448	542508	100.0	0.0	14.0	22.0	21.8	29.0	40.0	0.0001	0.0013	0.0063	0.025	0.04	1	0.07	0.61	1.73	4.67	5.06	58.44
449	542505	100.0	0.0	14.0	21.0	21.6	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.04	1	0.07	0.62	1.75	4.70	5.10	58.48
450	542501	100.0	0.0	14.0	21.0	21.6	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.04	1	0.07	0.63	1.77	4.72	5.15	58.56
451	542493	99.9	0.0	13.0	21.0	21.4	28.0	40.0	0.0001	0.0016	0.0079	0.027	0.05	1	0.07	0.63	1.79	4.75	5.20	58.64
452	542489	99.9	0.0	13.0	21.0	21.6	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.64	1.81	4.77	5.25	58.72
453	542486	99.9	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.64	1.83	4.80	5.30	58.80
454	542476	99.9	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.65	1.85	4.83	5.35	58.86
455	542463	99.9	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.66	1.86	4.86	5.40	58.91
456	542419	99.9	0.0	13.0	20.0	21.3	29.0	40.0	0.0001	0.0013	0.01	0.028	0.05	1	0.07	0.66	1.89	4.88	5.45	58.99
457	542359	99.9	0.0	13.0	20.0	21.2	29.0	40.0	0.0001	0.0013	0.01	0.028	0.05	1	0.07	0.67	1.91	4.91	5.51	59.07
458	542298	99.9	0.0	13.0	20.0	21.2	28.0	40.0	0.0001	0.0016	0.01	0.027	0.05	1	0.07	0.68	1.93	4.94	5.56	59.15
459	542188	99.9	0.0	13.0	21.0	21.3	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.68	1.95	4.97	5.62	59.23
460	542007	99.9	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.69	1.97	5.00	5.67	59.31
461	541813	99.8	0.0	13.0	21.0	21.3	28.0	40.0	0.0001	0.0016	0.0079	0.028	0.05	1	0.07	0.69	1.99	5.03	5.73	59.39
462	541643	99.8	0.0	13.0	21.0	21.3	28.0	40.0	0.0001	0.0016	0.0079	0.028	0.05	1	0.07	0.70	2.00	5.05	5.79	59.47
463	541382	99.7	0.0	13.0	21.0	21.3	28.0	40.0	0.0001	0.0016	0.0079	0.027	0.05	1	0.07	0.71	2.02	5.08	5.84	59.52
464	541138	99.7	0.0	13.0	21.0	21.2	28.0	40.0	0.0001	0.0016	0.0079	0.027	0.05	1	0.07	0.71	2.04	5.11	5.90	59.57
465	540852	99.6	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.72	2.06	5.14	5.95	59.65
466	540477	99.6	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.07	0.73	2.08	5.17	6.01	59.78
467	540044	99.5	0.0	13.0	21.0	21.4	28.0	40.0	0.0001	0.0016	0.0079	0.027	0.05	1	0.07	0.73	2.09	5.20	6.06	59.93
468	539547	99.4	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.74	2.11	5.22	6.11	60.09
469	538884	99.3	0.0	13.0	21.0	21.5	29.0	40.0	0.0001	0.0013	0.0079	0.026	0.05	1	0.07	0.74	2.13	5.25	6.17	60.12
470	538005	99.1	0.0	13.0	21.0	21.4	29.0	40.0	0.0001	0.0013	0.0079	0.027	0.05	1	0.07	0.75	2.15	5.28	6.23	60.15
471	537061	98.9	0.0	13.0	20.0	21.1	28.0	40.0	0.0001	0.0016	0.01	0.027	0.05	1	0.07	0.75	2.17	5.31	6.29	60.16
472	535612	98.7	0.0	13.0	20.0	20.9	27.0	40.0	0.0001	0.002	0.01	0.028	0.05	1	0.07	0.76	2.19	5.35	6.35	60.23
473	533418	98.3	0.0	13.0	19.0	20.7	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.08	0.77	2.21	5.39	6.43	60.29
474	531098	97.9	0.0	13.0	19.0	20.6	27.0	40.0	0.0001	0.002	0.013	0.028	0.05	1	0.08	0.77	2.23	5.43	6.51	60.31
475	528902	97.4	0.0	13.0	19.0	20.6	27.0	40.0	0.0001	0.002	0.013	0.029	0.05	1	0.08	0.78	2.24	5.47	6.58	60.36
476	526873	97.1	0.0	13.0	19.0	20.5	27.0	40.0	0.0001	0.002	0.013	0.029	0.05	1	0.08	0.79	2.26	5.50	6.65	60.41
477	524933	96.7	0.0	13.0	19.0	20.4	27.0	40.0	0.0001	0.002	0.013	0.032	0.05	1	0.08	0.80	2.28	5.54	6.72	60.49
478	522921	96.3	0.0	13.0	19.0	20.1	27.0	40.0	0.0001	0.002	0.013	0.031	0.05	1	0.08	0.81	2.30	5.58	6.79	60.57
479	521049	96.0	0.0	13.0	18.0	19.8	26.0	40.0	0.0001	0.0025	0.016	0.031	0.05	1	0.08	0.82	2.32	5.62	6.86	60.65
480	519337	95.7	0.0	13.0	18.0	19.5	25.0	40.0	0.0001	0.0032	0.016	0.032	0.05	1	0.08	0.83	2.34	5.65	6.92	60.73
481	517755	95.4	0.0	13.0	18.0	19.4	25.0	40.0	0.0001	0.0032	0.016	0.032	0.05	1	0.08	0.84	2.36	5.69	6.98	60.81
482	516194	95.1	0.0	13.0	18.0	19.2	25.0	40.0	0.0001	0.0032	0.016	0.032	0.05	1	0.08	0.85	2.38	5.72	7.03	60.89
483	514521	94.8	0.0	12.0	18.0	19.2	25.0	40.0	0.0001	0.0032	0.016	0.032	0.063	1	0.08	0.86	2.40	5.76	7.09	60.97
484	513002	94.5	0.0	12.0	18.0	19.2	25.0	40.0	0.0001	0.0032	0.016	0.032	0.063	1	0.08	0.88	2.42	5.79	7.15	61.05
485	511021	94.2	0.0	12.0	17.0	19.0	25.0	40.0	0.0001	0.0032	0.02	0.033	0.063	1	0.08	0.89	2.45	5.83	7.21	61.10
486	507534	93.5	0.0	12.0	17.0	18.5	23.0	40.0	0.0001	0.005	0.02	0.034	0.063	1	0.08	0.91	2.48	5.89	7.30	61.15
487	503910	92.8	0.0	12.0	17.0	18.7	24.0	40.0	0.0001	0.004	0.02	0.034	0.063	1	0.09	0.92	2.52	5.94	7.39	61.20
488	499078	92.0	0.0	12.0	17.0	18.3	23.0	40.0	0.0001	0.005	0.02	0.035	0.063	1	0.09	0.94	2.56	6.01	7.51	61.28
489	486245	89.6	0.0	12.0	16.0	17.9	22.0	40.0	0.0001	0.0063	0.025	0.036	0.063	1	0.09	1.00	2.67	6.16	7.76	61.36
