Pos	Recs	PctRecs	Min_Q	Low_Q	Med_Q	Mean_Q	Hi_Q	Max_Q	Min_Pe	Low_Pe	Med_Pe	Mean_Pe	Hi_Pe	Max_Pe	Min_EE	Low_EE	Med_EE	Mean_EE	Hi_EE	Max_EE
663	41062	7.6	0.0	11.0	11.0	12.5	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	11.84	30.21	34.43	35.02	39.31	71.77
664	40793	7.5	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	11.87	30.28	34.49	35.08	39.37	71.83
665	40543	7.5	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	11.90	30.36	34.56	35.14	39.42	71.89
666	40293	7.4	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.93	30.44	34.62	35.20	39.47	71.92
667	40018	7.4	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	11.94	30.52	34.68	35.26	39.51	71.99
668	39737	7.3	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.94	30.60	34.75	35.32	39.56	72.07
669	39470	7.3	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.96	30.66	34.81	35.38	39.61	72.15
670	39216	7.2	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	11.99	30.73	34.88	35.44	39.66	72.22
671	38947	7.2	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	12.04	30.81	34.94	35.50	39.71	72.30
672	38685	7.1	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	12.09	30.88	35.01	35.57	39.75	72.38
673	38400	7.1	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	12.15	30.96	35.07	35.63	39.80	72.54
674	38122	7.0	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.066	0.079	1	12.21	31.03	35.14	35.69	39.85	72.70
675	37888	7.0	0.0	11.0	11.0	12.5	13.0	28.0	0.0016	0.05	0.079	0.066	0.079	1	12.25	31.10	35.20	35.74	39.89	72.78
676	37621	6.9	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	12.26	31.18	35.27	35.80	39.94	72.86
677	37362	6.9	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	12.28	31.25	35.34	35.87	39.99	72.94
678	37085	6.8	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	12.30	31.33	35.41	35.93	40.04	73.02
679	36825	6.8	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	12.32	31.41	35.47	35.99	40.08	73.10
680	36558	6.7	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	12.32	31.48	35.53	36.05	40.14	73.18
681	36292	6.7	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	12.33	31.55	35.60	36.10	40.17	73.26
682	36047	6.6	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	12.33	31.62	35.67	36.16	40.22	73.34
683	35790	6.6	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.35	31.69	35.73	36.22	40.27	73.42
684	35534	6.5	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.38	31.76	35.80	36.28	40.32	73.49
685	35299	6.5	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.39	31.84	35.87	36.35	40.37	73.57
686	35047	6.5	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	12.40	31.90	35.93	36.41	40.42	73.73
687	34809	6.4	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.41	31.97	36.00	36.47	40.48	73.89
688	34561	6.4	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.41	32.05	36.07	36.54	40.53	74.05
689	34293	6.3	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	12.41	32.13	36.13	36.60	40.58	74.21
690	34043	6.3	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	12.42	32.20	36.19	36.65	40.63	74.26
691	33802	6.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.42	32.27	36.26	36.71	40.67	74.31
692	33524	6.2	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	12.43	32.34	36.32	36.76	40.73	74.33
693	33252	6.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.44	32.39	36.38	36.81	40.76	74.34
694	32987	6.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.44	32.46	36.44	36.87	40.80	72.59
695	32689	6.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.44	32.53	36.50	36.91	40.83	72.67
696	32453	6.0	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.066	0.079	1	12.45	32.61	36.56	36.98	40.88	72.75
697	32198	5.9	0.0	11.0	11.0	12.5	13.0	26.0	0.0025	0.05	0.079	0.066	0.079	1	12.45	32.67	36.62	37.03	40.93	72.83
698	31943	5.9	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.45	32.73	36.68	37.08	40.96	72.91
699	31685	5.8	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.49	32.79	36.74	37.14	41.00	72.99
700	31438	5.8	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	12.52	32.85	36.80	37.19	41.06	73.07
701	31162	5.7	0.0	11.0	11.0	12.5	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	12.55	32.91	36.85	37.24	41.10	73.14
702	30921	5.7	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.56	32.99	36.91	37.29	41.15	73.22
703	30657	5.6	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.57	33.06	36.97	37.35	41.20	71.77
704	30394	5.6	0.0	11.0	11.0	12.5	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.61	33.12	37.04	37.41	41.25	71.85
705	30129	5.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.65	33.18	37.09	37.45	41.29	71.93
706	29863	5.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.73	33.25	37.15	37.50	41.33	72.01
707	29616	5.5	0.0	11.0	11.0	12.4	13.0	28.0	0.0016	0.05	0.079	0.067	0.079	1	12.81	33.30	37.20	37.55	41.35	72.09
708	29374	5.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.89	33.37	37.27	37.60	41.37	72.17
709	29131	5.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	12.97	33.43	37.32	37.66	41.42	72.25
710	28874	5.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.05	33.50	37.39	37.72	41.47	72.33
711	28621	5.3	0.0	11.0	11.0	12.5	13.0	28.0	0.0016	0.05	0.079	0.067	0.079	1	13.11	33.55	37.44	37.76	41.51	72.41
712	28363	5.2	0.0	11.0	11.0	12.4	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	13.19	33.62	37.50	37.81	41.54	72.49
713	28108	5.2	0.0	11.0	11.0	12.4	13.0	29.0	0.0013	0.05	0.079	0.067	0.079	1	13.27	33.67	37.55	37.86	41.58	72.57
714	27863	5.1	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	13.32	33.74	37.61	37.92	41.64	72.61
715	27603	5.1	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	13.37	33.81	37.67	37.98	41.68	72.66
716	27346	5.0	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	13.40	33.87	37.73	38.03	41.72	72.81
717	27102	5.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.42	33.94	37.79	38.08	41.76	72.85
718	26836	4.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.44	34.00	37.84	38.13	41.79	72.88
719	26561	4.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.48	34.07	37.89	38.18	41.83	72.91
720	26347	4.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.50	34.14	37.95	38.24	41.88	72.97
721	26117	4.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.58	34.21	38.01	38.30	41.94	73.02
722	25865	4.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.66	34.26	38.06	38.34	41.97	73.07
723	25607	4.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	13.74	34.33	38.12	38.39	42.00	73.15
724	25345	4.7	0.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	1	13.80	34.38	38.17	38.44	42.05	73.23
725	25101	4.6	0.0	11.0	11.0	12.4	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	13.86	34.44	38.23	38.49	42.10	73.31
726	24877	4.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.89	34.50	38.29	38.55	42.16	73.39
727	24609	4.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	13.96	34.57	38.33	38.60	42.20	73.47
728	24375	4.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.02	34.64	38.40	38.65	42.24	73.55
729	24130	4.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.08	34.69	38.45	38.70	42.28	73.63
730	23901	4.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.15	34.75	38.51	38.75	42.32	73.71
731	23661	4.4	0.0	11.0	11.0	12.4	13.0	28.0	0.0016	0.05	0.079	0.067	0.079	1	14.18	34.81	38.57	38.80	42.36	73.79
732	23421	4.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.20	34.88	38.63	38.85	42.40	73.91
733	23208	4.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.22	34.95	38.69	38.91	42.46	74.04
734	22999	4.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	14.28	35.01	38.75	38.97	42.51	74.10
735	22771	4.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.29	35.07	38.81	39.02	42.56	74.17
736	22527	4.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.33	35.12	38.87	39.07	42.60	74.23
737	22311	4.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.37	35.18	38.93	39.12	42.65	74.29
738	22061	4.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.39	35.25	38.99	39.17	42.69	74.36
739	21839	4.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.45	35.31	39.04	39.22	42.74	74.37
740	21619	4.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.52	35.38	39.11	39.29	42.79	74.45
741	21403	3.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.60	35.45	39.18	39.34	42.83	74.65
742	21177	3.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.68	35.50	39.23	39.39	42.88	74.85
743	20945	3.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.75	35.58	39.29	39.45	42.93	75.01
744	20728	3.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	14.91	35.64	39.35	39.50	42.98	75.17
745	20527	3.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.07	35.70	39.41	39.56	43.04	75.32
746	20317	3.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.23	35.76	39.48	39.61	43.10	75.48
747	20095	3.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.39	35.83	39.55	39.67	43.15	75.68
748	19885	3.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.55	35.89	39.61	39.72	43.21	75.88
749	19679	3.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.60	35.94	39.66	39.77	43.25	75.96
750	19500	3.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	15.65	36.00	39.72	39.83	43.31	76.04
751	19289	3.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.69	36.06	39.78	39.89	43.37	76.12
752	19062	3.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.77	36.14	39.85	39.95	43.42	76.20
753	18841	3.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.85	36.19	39.91	40.00	43.47	76.28
754	18645	3.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.93	36.26	39.97	40.07	43.53	76.36
755	18446	3.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	15.98	36.31	40.03	40.11	43.55	76.44
756	18272	3.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	16.03	36.38	40.09	40.17	43.61	76.52
757	18062	3.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.08	36.46	40.15	40.23	43.65	76.60
758	17841	3.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.16	36.54	40.21	40.28	43.69	76.76
759	17654	3.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.23	36.60	40.27	40.34	43.75	76.91
760	17461	3.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.31	36.67	40.33	40.40	43.80	77.07
761	17268	3.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.39	36.75	40.40	40.46	43.86	77.23
762	17092	3.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	16.47	36.80	40.46	40.52	43.91	77.39
763	16891	3.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.42	36.87	40.51	40.57	43.96	77.55
764	16717	3.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.43	36.95	40.58	40.64	44.02	77.71
765	16529	3.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.46	37.01	40.63	40.70	44.09	77.87
766	16335	3.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.49	37.06	40.68	40.75	44.13	77.90
767	16163	3.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.55	37.14	40.74	40.81	44.17	77.93
768	15992	2.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.61	37.19	40.80	40.87	44.23	77.96
769	15812	2.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.68	37.26	40.86	40.93	44.28	77.99
770	15628	2.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.71	37.33	40.93	40.99	44.34	78.02
771	15453	2.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.73	37.40	40.99	41.05	44.38	78.06
772	15275	2.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.74	37.46	41.05	41.11	44.46	78.09
773	15106	2.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.77	37.52	41.11	41.17	44.50	78.12
774	14945	2.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.80	37.59	41.17	41.23	44.55	78.18
775	14769	2.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	17.81	37.65	41.24	41.29	44.63	78.34
776	14595	2.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.83	37.70	41.29	41.35	44.68	78.42
777	14407	2.7	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.85	37.75	41.34	41.40	44.73	78.50
778	14222	2.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.87	37.83	41.42	41.46	44.78	78.58
779	14064	2.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.93	37.90	41.48	41.52	44.85	78.66
780	13907	2.6	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	17.99	37.94	41.54	41.58	44.91	78.74
781	13750	2.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	18.07	38.01	41.61	41.64	44.97	78.82
782	13599	2.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	18.15	38.10	41.69	41.71	45.04	78.90
783	13431	2.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.20	38.15	41.75	41.76	45.11	79.10
784	13274	2.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	18.25	38.21	41.81	41.82	45.17	79.29
785	13138	2.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.33	38.27	41.87	41.88	45.23	79.37
786	12981	2.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.067	0.079	1	18.41	38.35	41.94	41.95	45.29	79.45
787	12823	2.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.49	38.37	41.99	42.00	45.34	79.53
788	12667	2.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.51	38.43	42.05	42.07	45.40	79.61
789	12521	2.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.52	38.48	42.14	42.13	45.45	79.69
790	12387	2.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.58	38.54	42.20	42.19	45.53	79.77
791	12233	2.3	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.65	38.61	42.26	42.25	45.59	79.85
792	12080	2.2	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.71	38.65	42.31	42.30	45.65	79.93
793	11951	2.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.74	38.71	42.37	42.36	45.70	80.01
794	11833	2.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.76	38.78	42.43	42.41	45.75	80.09
795	11701	2.2	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.78	38.83	42.49	42.47	45.82	80.17
796	11571	2.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.78	38.89	42.55	42.54	45.87	80.25
797	11434	2.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.78	38.96	42.62	42.60	45.94	80.33
798	11301	2.1	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.80	39.03	42.69	42.67	46.01	80.41
799	11170	2.1	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.81	39.09	42.76	42.73	46.07	80.49
800	11060	2.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.82	39.14	42.81	42.79	46.14	80.52
801	10953	2.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.83	39.21	42.88	42.85	46.20	80.55
802	10820	2.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.83	39.27	42.96	42.92	46.28	80.58
803	10686	2.0	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.83	39.33	43.02	42.98	46.32	80.66
804	10555	1.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.84	39.41	43.08	43.04	46.39	80.86
805	10441	1.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	18.84	39.48	43.16	43.10	46.43	81.06
806	10303	1.9	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.85	39.54	43.22	43.16	46.50	81.26
807	10192	1.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.85	39.59	43.27	43.21	46.56	81.46
808	10044	1.9	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.86	39.68	43.35	43.29	46.64	81.54
809	9923	1.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.90	39.75	43.41	43.36	46.71	81.62
810	9818	1.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.94	39.82	43.48	43.43	46.78	81.70
811	9698	1.8	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	18.98	39.87	43.55	43.50	46.85	81.72
812	9581	1.8	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.02	39.94	43.62	43.57	46.93	81.78
813	9465	1.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.06	40.01	43.69	43.63	47.00	81.84
814	9368	1.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.12	40.09	43.74	43.69	47.06	82.00
815	9263	1.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	19.18	40.14	43.82	43.75	47.13	82.16
816	9130	1.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	19.25	40.17	43.89	43.81	47.19	82.32
817	9015	1.7	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	19.31	40.24	43.95	43.88	47.26	82.48
818	8920	1.6	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.37	40.31	44.00	43.94	47.33	82.64
819	8821	1.6	0.0	11.0	11.0	12.3	13.0	27.0	0.002	0.05	0.079	0.068	0.079	1	19.57	40.37	44.06	44.00	47.39	82.79
820	8727	1.6	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.77	40.41	44.13	44.06	47.46	82.92
821	8624	1.6	0.0	11.0	11.0	12.3	13.0	27.0	0.002	0.05	0.079	0.068	0.079	1	19.78	40.46	44.18	44.13	47.52	83.08
822	8521	1.6	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.80	40.52	44.25	44.18	47.59	83.16
823	8426	1.6	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.80	40.57	44.30	44.22	47.63	83.24
824	8326	1.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.87	40.63	44.38	44.28	47.69	83.32
825	8233	1.5	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	19.93	40.69	44.46	44.35	47.77	83.40
826	8129	1.5	7.0	11.0	11.0	12.4	13.0	26.0	0.0025	0.05	0.079	0.067	0.079	0.2	19.95	40.75	44.52	44.41	47.83	83.48
827	8031	1.5	0.0	11.0	11.0	12.4	13.0	27.0	0.002	0.05	0.079	0.067	0.079	1	19.97	40.80	44.57	44.47	47.91	83.53
828	7925	1.5	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.03	40.88	44.65	44.55	47.98	83.58
829	7818	1.4	7.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	0.2	20.10	40.94	44.73	44.61	48.05	83.63
830	7725	1.4	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.069	0.079	1	20.12	41.00	44.80	44.67	48.10	83.66
831	7622	1.4	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.13	41.04	44.86	44.73	48.16	83.74
832	7524	1.4	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.15	41.10	44.93	44.78	48.24	83.82
833	7428	1.4	0.0	11.0	11.0	12.3	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.31	41.17	45.00	44.85	48.30	83.88
834	7338	1.4	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.47	41.21	45.06	44.91	48.36	83.94
835	7241	1.3	0.0	11.0	11.0	12.4	13.0	25.0	0.0032	0.05	0.079	0.068	0.079	1	20.50	41.26	45.13	44.95	48.42	84.01
